鄉鎮市區,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,總樓層數,主要用途,主要建材,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,土地,建物,車位,轉移樓層,建物類型
北投區,32.11,住,1040514,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,51400000,209873,坡道平面,78.22,5400000,1,1,2,17,住宅大樓
北投區,30.95,住,1050512,18,住家用,鋼筋混凝土造,289.51,4,2,2,有,無,46700000,200672,坡道平面,78.22,4300000,1,1,2,16,住宅大樓
北投區,30.54,住,1040115,18,住家用,鋼筋混凝土造,247.58,4,2,2,有,無,45200000,205545,坡道平面,39.11,2350000,1,1,1,14,住宅大樓
北投區,30.54,住,1040118,18,住家用,鋼筋混凝土造,286.69,4,2,2,有,無,48100000,208183,坡道平面,78.22,4700000,1,1,2,12,住宅大樓
北投區,28.0,住,1040124,18,住家用,鋼筋混凝土造,269.37,4,2,2,有,無,47170000,220612,坡道平面,78.22,5000000,1,1,2,17,住宅大樓
北投區,23.6,住,1040704,18,住家用,鋼筋混凝土造,200.23,3,2,2,有,無,30500000,175956,坡道平面,39.11,2150000,1,1,1,7,住宅大樓
北投區,30.95,住,1040413,18,住家用,鋼筋混凝土造,289.51,4,2,2,有,無,45800000,194046,坡道平面,78.22,4800000,1,1,2,13,住宅大樓
北投區,23.6,住,1041024,18,住家用,鋼筋混凝土造,239.34,3,2,2,有,無,34000000,183714,坡道平面,78.22,4400000,1,1,2,15,住宅大樓
北投區,23.6,住,1040515,18,住家用,鋼筋混凝土造,200.23,3,2,2,有,無,34000000,195506,坡道平面,39.11,2500000,1,1,1,17,住宅大樓
北投區,28.0,住,1040314,18,住家用,鋼筋混凝土造,230.26,4,2,2,有,無,41300000,204813,坡道平面,39.11,2150000,1,1,1,6,住宅大樓
北投區,30.95,住,1050612,18,住家用,鋼筋混凝土造,289.51,4,2,2,有,無,43360000,186758,坡道平面,78.22,3900000,1,1,2,10,住宅大樓
北投區,21.94,住,1050117,18,住家用,鋼筋混凝土造,188.91,3,2,2,有,無,28500000,177236,坡道平面,39.11,1950000,1,1,1,5,住宅大樓
北投區,23.27,住,1040330,18,住家用,鋼筋混凝土造,197.93,3,2,2,有,無,30790000,178126,坡道平面,39.11,2500000,1,1,1,14,住宅大樓
北投區,30.95,住,1040406,18,住家用,鋼筋混凝土造,250.4,4,2,2,有,無,38640000,171045,坡道平面,39.11,2500000,1,1,1,3,住宅大樓
北投區,32.11,住,1040427,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,47550000,192308,坡道平面,78.22,5400000,1,1,2,13,住宅大樓
北投區,30.54,住,1040126,18,住家用,鋼筋混凝土造,286.69,4,2,2,有,無,45800000,199069,坡道平面,78.22,4300000,1,1,2,8,住宅大樓
北投區,25.06,住,1040918,18,住家用,鋼筋混凝土造,210.19,3,2,2,有,無,32880000,179624,坡道平面,39.11,2150000,1,1,1,14,住宅大樓
北投區,23.27,住,1040422,18,住家用,鋼筋混凝土造,197.93,3,2,2,有,無,34090000,202053,坡道平面,39.11,2000000,1,1,1,18,住宅大樓
北投區,32.11,住,1040422,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,51240000,214846,坡道平面,78.22,4150000,1,1,2,18,住宅大樓
北投區,30.54,住,1040115,18,住家用,鋼筋混凝土造,286.69,4,2,2,有,無,48000000,206265,坡道平面,78.22,5000000,1,1,2,15,住宅大樓
北投區,23.6,住,1050809,18,住家用,鋼筋混凝土造,200.23,3,2,2,有,無,31000000,178749,坡道平面,39.11,2200000,1,1,1,13,住宅大樓
北投區,23.6,住,1050306,18,住家用,鋼筋混凝土造,200.23,3,2,2,有,無,30220000,174218,坡道平面,39.11,2150000,1,1,1,5,住宅大樓
北投區,28.0,住,1040115,18,住家用,鋼筋混凝土造,269.37,4,2,2,有,無,46000000,214491,坡道平面,78.22,5000000,1,1,2,15,住宅大樓
北投區,21.94,住,1040827,18,住家用,鋼筋混凝土造,188.91,3,2,2,有,無,28520000,177370,坡道平面,39.11,1950000,1,1,1,7,住宅大樓
北投區,30.54,住,1040706,18,住家用,鋼筋混凝土造,286.69,4,2,2,有,無,45700000,196671,坡道平面,78.22,4700000,1,1,2,13,住宅大樓
北投區,30.95,住,1050328,18,住家用,鋼筋混凝土造,250.4,4,2,2,有,無,42480000,190875,坡道平面,39.11,2150000,1,1,1,15,住宅大樓
北投區,25.06,住,1040511,18,住家用,鋼筋混凝土造,249.3,3,2,2,有,無,35350000,180325,坡道平面,78.22,4500000,1,1,2,12,住宅大樓
北投區,32.11,住,1041215,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,50500000,208961,坡道平面,78.22,4700000,1,1,2,16,住宅大樓
北投區,32.11,住,1050318,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,46000000,190255,坡道平面,78.22,4300000,1,1,2,15,住宅大樓
北投區,32.11,住,1040806,18,住家用,鋼筋混凝土造,297.4,4,2,3,有,無,46750000,191851,坡道平面,78.22,4700000,1,1,2,6,住宅大樓
北投區,21.94,住,1050424,18,住家用,鋼筋混凝土造,228.02,3,2,2,有,無,29260000,169292,坡道平面,78.22,3900000,1,1,2,3,住宅大樓
萬華區,8.26,商,1050730,12,住家用,鋼筋混凝土造,94.21,2,1,1,有,無,14280000,151576,升降機械,16.29,0,1,1,1,3,住宅大樓
萬華區,8.23,商,1050806,12,住家用,鋼筋混凝土造,77.92,2,1,1,有,無,11980000,153747,0,0.0,0,1,1,0,2,住宅大樓
萬華區,7.08,商,1051119,12,住家用,鋼筋混凝土造,66.86,1,1,1,有,無,10600000,158540,0,0.0,0,1,1,0,2,住宅大樓
萬華區,7.08,商,1051225,12,住家用,鋼筋混凝土造,66.86,1,1,1,有,無,10000000,149566,0,0.0,0,1,1,0,3,住宅大樓
萬華區,7.08,商,1051230,12,住家用,鋼筋混凝土造,66.86,1,1,1,有,無,9870000,147622,0,0.0,0,1,1,0,4,住宅大樓
萬華區,9.19,商,1050920,12,住家用,鋼筋混凝土造,86.93,2,1,1,有,無,13500000,155297,0,0.0,0,1,1,0,3,住宅大樓
萬華區,9.19,商,1050909,12,住家用,鋼筋混凝土造,86.93,2,1,1,有,無,14300000,164500,0,0.0,0,1,1,0,6,住宅大樓
萬華區,7.99,商,1051201,12,住家用,鋼筋混凝土造,91.7,2,1,1,有,無,15000000,163577,升降機械,16.29,0,1,1,1,9,住宅大樓
文山區,23.52,住,1030210,15,住家用,鋼筋混凝土造,171.57,3,2,2,有,無,34200000,210540,升降機械,17.68,1800000,1,1,1,6,住宅大樓
文山區,20.13,住,1030421,15,住家用,鋼筋混凝土造,149.03,3,2,2,有,無,28400000,202512,升降機械,17.68,1800000,1,1,1,3,住宅大樓
文山區,23.52,住,1030528,15,住家用,鋼筋混凝土造,171.57,3,2,2,有,無,32700000,200793,升降機械,17.68,1800000,1,1,1,4,住宅大樓
文山區,21.11,住,1030207,15,住家用,鋼筋混凝土造,155.56,3,2,2,有,無,31950000,218668,升降機械,17.68,1800000,1,1,1,9,住宅大樓
文山區,20.02,住,1030420,15,住家用,鋼筋混凝土造,149.43,3,2,2,有,無,28500000,202657,升降機械,17.68,1800000,1,1,1,3,住宅大樓
文山區,19.8,住,1030408,15,住家用,鋼筋混凝土造,146.81,3,2,2,有,無,27800000,201347,升降機械,17.68,1800000,1,1,1,4,住宅大樓
文山區,19.69,住,1030214,15,住家用,鋼筋混凝土造,146.81,3,2,2,有,無,28360000,205684,升降機械,17.68,1800000,1,1,1,6,住宅大樓
文山區,20.68,住,1021226,15,住家用,鋼筋混凝土造,153.23,3,2,2,有,無,32180000,224124,升降機械,17.68,1800000,1,1,1,10,住宅大樓
文山區,21.88,住,1021223,15,住家用,鋼筋混凝土造,160.49,3,2,2,有,無,32040000,211750,升降機械,17.68,1800000,1,1,1,9,住宅大樓
文山區,20.13,住,1021223,15,住家用,鋼筋混凝土造,149.03,3,2,2,有,無,29610000,211724,升降機械,17.68,1800000,1,1,1,9,住宅大樓
文山區,20.13,住,1021223,15,住家用,鋼筋混凝土造,149.03,3,2,2,有,無,29610000,211724,升降機械,17.68,1800000,1,1,1,9,住宅大樓
文山區,21.88,住,1030606,15,住家用,鋼筋混凝土造,160.49,3,2,2,有,無,31500000,207969,升降機械,17.68,1800000,1,1,1,6,住宅大樓
文山區,21.88,住,1030115,15,住家用,鋼筋混凝土造,160.9,3,2,2,有,無,32570000,214844,升降機械,17.68,1800000,1,1,1,11,住宅大樓
文山區,21.88,住,1030110,15,住家用,鋼筋混凝土造,160.9,3,2,2,有,無,32430000,213867,升降機械,17.68,1800000,1,1,1,10,住宅大樓
文山區,21.11,住,1021230,15,住家用,鋼筋混凝土造,156.14,3,2,2,有,無,33860000,230103,升降機械,17.68,2000000,1,1,1,7,住宅大樓
文山區,19.8,住,1021230,15,住家用,鋼筋混凝土造,147.42,3,2,2,有,無,31860000,230153,升降機械,17.68,2000000,1,1,1,7,住宅大樓
文山區,19.8,住,1030425,15,住家用,鋼筋混凝土造,147.76,3,2,2,有,無,28000000,201415,升降機械,17.68,1800000,1,1,1,5,住宅大樓
士林區,29.17,住,1030417,21,住家用,鋼骨鋼筋混凝土造,262.13,0,0,0,無,無,77280000,360465,坡道平面,64.94,6200000,27,1,2,4,住宅大樓
士林區,29.39,住,1030407,21,住家用,鋼骨鋼筋混凝土造,294.6,0,0,0,無,無,83500000,375273,坡道平面,97.41,9500000,27,1,3,5,住宅大樓
士林區,29.39,住,1030321,21,住家用,鋼骨鋼筋混凝土造,294.6,0,0,0,無,無,89000000,404179,坡道平面,97.41,9300000,27,1,3,13,住宅大樓
士林區,28.93,住,1030414,21,住家用,鋼骨鋼筋混凝土造,260.52,0,0,0,無,無,75770000,355200,坡道平面,64.94,6300000,27,1,2,4,住宅大樓
士林區,29.15,住,1030331,21,住家用,鋼骨鋼筋混凝土造,292.99,0,0,0,無,無,82850000,377084,坡道平面,97.41,9100000,27,1,3,8,住宅大樓
士林區,29.15,住,1030321,21,住家用,鋼骨鋼筋混凝土造,292.99,0,0,0,無,無,89000000,407506,坡道平面,97.41,9300000,27,1,3,13,住宅大樓
士林區,43.94,住,1030819,21,住家用,鋼骨鋼筋混凝土造,367.98,0,0,0,無,無,113000000,351109,坡道平面,64.94,6600000,27,1,2,3,住宅大樓
士林區,44.39,住,1030408,21,住家用,鋼骨鋼筋混凝土造,432.91,0,0,0,無,無,131000000,389400,坡道平面,129.88,13000000,27,1,4,9,住宅大樓
士林區,44.17,住,1030506,21,住家用,鋼骨鋼筋混凝土造,400.44,0,0,0,無,無,128600000,392370,坡道平面,97.41,9700000,27,1,3,13,住宅大樓
士林區,44.17,住,1030328,21,住家用,鋼骨鋼筋混凝土造,400.44,0,0,0,無,無,136650000,418935,坡道平面,97.41,9700000,27,1,3,19,住宅大樓
士林區,60.23,住,1030827,21,住家用,鋼骨鋼筋混凝土造,512.51,0,0,0,無,無,170700000,387617,坡道平面,97.41,9800000,27,1,3,12,住宅大樓
士林區,28.93,住,1030613,21,住家用,鋼骨鋼筋混凝土造,260.52,0,0,0,無,無,78760000,370999,坡道平面,64.94,6200000,27,1,2,7,住宅大樓
士林區,44.82,住,1030925,21,住家用,鋼骨鋼筋混凝土造,405.13,0,0,0,無,無,118950000,356980,坡道平面,97.41,9100000,27,1,3,6,住宅大樓
內湖區,8.77,商,1030601,10,住家用,鋼筋混凝土造,235.53,4,2,2,有,無,62830000,258836,坡道機械,11.72,4900000,3,1,2,8,華廈
內湖區,8.77,商,1030713,10,住家用,鋼筋混凝土造,235.56,4,2,2,有,無,62950000,258890,坡道機械,11.72,5000000,3,1,2,8,華廈
北投區,23.99,住,1080716,16,住家用,鋼筋混凝土造,196.04,3,2,2,有,無,31050000,184434,坡道平面,40.7,2400000,15,1,1,5,住宅大樓
北投區,23.99,住,1080629,16,住家用,鋼筋混凝土造,199.75,3,2,2,有,無,31380000,185676,坡道平面,44.21,2500000,15,1,1,6,住宅大樓
北投區,23.99,住,1080718,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,32500000,193125,坡道平面,44.21,2500000,15,1,1,9,住宅大樓
北投區,23.99,住,1080505,16,住家用,鋼筋混凝土造,233.64,3,2,2,有,無,34680000,196215,坡道平面,78.3,4200000,15,1,2,10,住宅大樓
北投區,23.99,住,1080908,16,住家用,鋼筋混凝土造,233.55,3,2,2,有,無,34500000,196344,坡道平面,78.21,4000000,15,1,2,11,住宅大樓
北投區,23.99,住,1080917,16,住家用,鋼筋混凝土造,233.55,3,2,2,有,無,34500000,196987,坡道平面,78.21,3900000,15,1,2,14,住宅大樓
北投區,23.99,住,1080413,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,30600000,180894,坡道平面,44.21,2500000,15,1,1,4,住宅大樓
北投區,23.99,住,1080415,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,31780000,188490,坡道平面,44.21,2500000,15,1,1,7,住宅大樓
北投區,23.99,住,1080319,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,33270000,200013,坡道平面,44.21,2200000,15,1,1,8,住宅大樓
北投區,23.99,住,1080505,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,33120000,195829,坡道平面,44.21,2700000,15,1,1,9,住宅大樓
北投區,23.99,住,1080316,16,住家用,鋼筋混凝土造,243.76,3,2,2,有,無,35360000,197374,坡道平面,88.42,4700000,15,1,2,11,住宅大樓
北投區,23.99,住,1080707,16,住家用,鋼筋混凝土造,233.55,3,2,2,有,無,34900000,196987,坡道平面,78.21,4300000,15,1,2,14,住宅大樓
北投區,23.99,住,1080603,16,住家用,鋼筋混凝土造,233.75,3,2,2,有,無,35080000,198790,坡道平面,78.41,4200000,15,1,2,16,住宅大樓
北投區,18.22,住,1081019,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,20900000,164184,升降機械,34.0,1500000,15,1,1,5,住宅大樓
北投區,18.22,住,1080414,16,住家用,鋼筋混凝土造,162.37,3,2,2,有,無,23280000,175863,坡道平面,44.21,2500000,15,1,1,8,住宅大樓
北投區,18.22,住,1080720,16,住家用,鋼筋混凝土造,162.37,3,2,2,有,無,23750000,181534,坡道平面,44.21,2300000,15,1,1,14,住宅大樓
北投區,18.22,住,1080601,16,住家用,鋼筋混凝土造,162.57,3,2,2,有,無,24230000,183057,坡道平面,44.41,2600000,15,1,1,15,住宅大樓
北投區,18.22,住,1080530,16,住家用,鋼筋混凝土造,152.25,3,2,2,有,無,21530000,169516,升降機械,34.09,1500000,15,1,1,5,住宅大樓
北投區,18.22,住,1080315,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,22100000,174340,升降機械,34.0,1500000,15,1,1,6,住宅大樓
北投區,18.22,住,1081024,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,21880000,172478,升降機械,34.0,1500000,15,1,1,9,住宅大樓
北投區,18.22,住,1080314,16,住家用,鋼筋混凝土造,162.37,3,2,2,有,無,24280000,186019,坡道平面,44.21,2300000,15,1,1,11,住宅大樓
北投區,18.22,住,1080721,16,住家用,鋼筋混凝土造,162.37,3,2,2,有,無,24100000,183649,坡道平面,44.21,2400000,15,1,1,14,住宅大樓
北投區,23.99,住,1080716,16,住家用,鋼筋混凝土造,233.55,3,2,2,有,無,35000000,198275,坡道平面,78.21,4200000,15,1,2,16,住宅大樓
北投區,23.99,住,1080629,16,住家用,鋼筋混凝土造,199.75,3,2,2,有,無,29380000,173684,坡道平面,44.41,2400000,15,1,1,3,住宅大樓
北投區,23.99,住,1080415,16,住家用,鋼筋混凝土造,199.55,3,2,2,有,無,31220000,184885,坡道平面,44.21,2500000,15,1,1,5,住宅大樓
北投區,18.22,住,1080420,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,21550000,169685,升降機械,34.0,1500000,15,1,1,6,住宅大樓
北投區,18.22,住,1080414,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,23000000,181957,升降機械,34.0,1500000,15,1,1,11,住宅大樓
北投區,18.22,住,1081024,16,住家用,鋼筋混凝土造,158.86,3,2,2,有,無,23700000,179418,坡道平面,40.7,2500000,15,1,1,13,住宅大樓
北投區,18.22,住,1080716,16,住家用,鋼筋混凝土造,162.37,3,2,2,有,無,24430000,184749,坡道平面,44.21,2600000,15,1,1,16,住宅大樓
北投區,18.22,住,1080705,16,住家用,鋼筋混凝土造,152.16,3,2,2,有,無,22200000,175186,升降機械,34.0,1500000,15,1,1,7,住宅大樓
大同區,18.75,住,1071125,17,住家用,鋼筋混凝土造,164.8,3,1,2,有,無,27680000,189197,坡道平面,32.24,2600000,90,1,1,3,住宅大樓
大同區,8.44,住,1071118,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,16180000,219560,坡道平面,32.24,2800000,90,1,1,9,住宅大樓
大同區,25.51,住,1071120,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,40700000,202685,坡道平面,32.24,2800000,90,1,1,9,住宅大樓
大同區,25.51,住,1071119,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,39600000,198899,坡道平面,32.24,2400000,90,1,1,9,住宅大樓
大同區,25.51,住,1071118,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,40600000,203219,坡道平面,32.24,2600000,90,1,1,13,住宅大樓
大同區,25.51,住,1071118,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,40600000,203176,坡道平面,32.24,2600000,90,1,1,13,住宅大樓
大同區,25.51,住,1071118,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,40600000,203176,坡道平面,32.24,2600000,90,1,1,15,住宅大樓
大同區,21.35,住,1071118,18,住家用,鋼筋混凝土造,187.19,3,2,2,有,無,33600000,200065,坡道平面,32.24,2600000,90,1,1,13,住宅大樓
大同區,18.75,住,1071119,17,住家用,鋼筋混凝土造,164.75,3,2,2,有,無,29980000,205117,坡道平面,32.24,2800000,90,1,1,9,住宅大樓
大同區,8.0,住,1071126,17,住家用,鋼筋混凝土造,60.94,2,1,1,有,無,12900000,211684,0,0.0,0,90,1,0,7,住宅大樓
大同區,25.51,住,1071115,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,40600000,204289,坡道平面,32.24,2400000,90,1,1,15,住宅大樓
大同區,25.51,住,1071126,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,39300000,196267,坡道平面,32.24,2600000,90,1,1,4,住宅大樓
大同區,18.75,住,1071121,17,住家用,鋼筋混凝土造,164.75,3,2,2,有,無,30000000,205268,坡道平面,32.24,2800000,90,1,1,15,住宅大樓
大同區,8.44,住,1071128,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,15800000,219888,坡道平面,32.24,2400000,90,1,1,13,住宅大樓
大同區,8.44,住,1071126,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,15800000,213325,坡道平面,32.24,2800000,90,1,1,9,住宅大樓
大同區,20.25,住,1071206,17,住家用,鋼筋混凝土造,180.16,3,2,2,有,無,33200000,206869,坡道平面,32.24,2600000,90,1,1,8,住宅大樓
大同區,12.2,住,1071206,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,20660000,212276,坡道平面,32.24,2400000,90,1,1,9,住宅大樓
大同區,15.61,住,1071202,17,住家用,鋼筋混凝土造,143.12,3,1,2,有,無,24830000,202291,坡道平面,32.24,2400000,90,1,1,13,住宅大樓
大同區,25.51,住,1071207,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,41810000,208621,坡道平面,32.24,2800000,90,1,1,10,住宅大樓
大同區,20.25,住,1071209,17,住家用,鋼筋混凝土造,180.16,3,2,2,有,無,32380000,202677,坡道平面,32.24,2400000,90,1,1,10,住宅大樓
大同區,21.35,住,1071209,18,住家用,鋼筋混凝土造,187.19,3,2,2,有,無,33280000,199290,坡道平面,32.24,2400000,90,1,1,11,住宅大樓
大同區,15.61,住,1071216,17,住家用,鋼筋混凝土造,143.07,3,1,2,有,無,25280000,206442,坡道平面,32.24,2400000,90,1,1,13,住宅大樓
大同區,15.61,住,1071220,17,住家用,鋼筋混凝土造,143.07,3,1,2,有,無,24250000,197149,坡道平面,32.24,2400000,90,1,1,7,住宅大樓
大同區,18.75,住,1071208,17,住家用,鋼筋混凝土造,164.75,3,2,2,有,無,29050000,202626,坡道平面,32.24,2200000,90,1,1,13,住宅大樓
大同區,19.1,住,1071215,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,29600000,198497,坡道平面,32.24,2400000,90,1,1,7,住宅大樓
大同區,8.0,住,1071215,17,住家用,鋼筋混凝土造,60.94,2,1,1,有,無,13000000,213325,0,0.0,0,90,1,0,3,住宅大樓
大同區,18.75,住,1071217,17,住家用,鋼筋混凝土造,164.75,3,2,2,有,無,29380000,201343,坡道平面,32.24,2700000,90,1,1,11,住宅大樓
大同區,20.25,住,1071223,17,住家用,鋼筋混凝土造,180.16,3,2,2,有,無,33520000,207680,坡道平面,32.24,2800000,90,1,1,14,住宅大樓
大同區,20.25,住,1071218,17,住家用,鋼筋混凝土造,180.16,3,2,2,有,無,33700000,207545,坡道平面,32.24,3000000,90,1,1,12,住宅大樓
大同區,8.44,住,1071220,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,16180000,222842,坡道平面,32.24,2600000,90,1,1,11,住宅大樓
大同區,15.61,住,1071221,17,住家用,鋼筋混凝土造,143.12,3,1,2,有,無,26580000,216270,坡道平面,32.24,2600000,90,1,1,17,住宅大樓
大同區,20.25,住,1071223,17,住家用,鋼筋混凝土造,180.16,3,2,2,有,無,33800000,208221,坡道平面,32.24,3000000,90,1,1,9,住宅大樓
大同區,12.2,住,1071217,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,21500000,219716,坡道平面,32.24,2600000,90,1,1,13,住宅大樓
大同區,19.1,住,1071221,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,30770000,204116,坡道平面,32.24,2800000,90,1,1,12,住宅大樓
大同區,15.61,住,1071224,17,住家用,鋼筋混凝土造,143.12,3,1,2,有,無,25650000,209686,坡道平面,32.24,2400000,90,1,1,15,住宅大樓
大同區,15.16,住,1071222,17,住家用,鋼筋混凝土造,110.83,3,1,2,有,無,23600000,212939,0,0.0,0,90,1,0,15,住宅大樓
大同區,18.75,住,1071224,17,住家用,鋼筋混凝土造,164.8,3,1,2,有,無,27100000,187085,坡道平面,32.24,2300000,90,1,1,4,住宅大樓
大同區,19.1,住,1071230,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,29000000,194118,坡道平面,32.24,2400000,90,1,1,4,住宅大樓
大同區,15.61,住,1080102,17,住家用,鋼筋混凝土造,143.07,3,1,2,有,無,25700000,206623,坡道平面,32.24,2800000,90,1,1,11,住宅大樓
大同區,18.75,住,1080103,17,住家用,鋼筋混凝土造,164.8,3,1,2,有,無,29000000,200664,坡道平面,32.24,2400000,90,1,1,10,住宅大樓
大同區,18.75,住,1080102,17,住家用,鋼筋混凝土造,171.12,3,2,2,有,無,30900000,205933,坡道平面,32.24,2300000,90,1,1,2,住宅大樓
大同區,15.61,住,1080102,17,住家用,鋼筋混凝土造,143.07,3,1,2,有,無,26990000,220067,坡道平面,32.24,2600000,90,1,1,17,住宅大樓
大同區,12.2,住,1080103,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,20050000,205185,坡道平面,32.24,2400000,90,1,1,3,住宅大樓
大同區,8.0,住,1080103,17,住家用,鋼筋混凝土造,60.94,2,1,1,有,無,12800000,210043,0,0.0,0,90,1,0,2,住宅大樓
大同區,12.2,住,1080104,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,21180000,218321,坡道平面,32.24,2400000,90,1,1,11,住宅大樓
大同區,25.51,住,1080105,18,住家用,鋼筋混凝土造,219.23,4,2,2,有,無,40340000,202899,坡道平面,32.24,2400000,90,1,1,6,住宅大樓
大同區,19.1,住,1080105,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,29540000,198059,坡道平面,32.24,2400000,90,1,1,5,住宅大樓
大同區,25.95,住,1071228,18,住家用,鋼筋混凝土造,251.51,4,2,2,有,無,42900000,204780,坡道平面,64.48,4600000,90,1,2,10,住宅大樓
大同區,25.95,住,1071206,18,住家用,鋼筋混凝土造,251.47,4,2,2,有,無,42800000,203219,坡道平面,64.48,4800000,90,1,2,3,住宅大樓
大同區,12.2,住,1080108,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,21780000,225296,坡道平面,32.24,2400000,90,1,1,15,住宅大樓
大同區,19.1,住,1080110,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,29780000,199810,坡道平面,32.24,2400000,90,1,1,9,住宅大樓
大同區,25.51,住,1080107,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,40480000,201465,坡道平面,32.24,2800000,90,1,1,8,住宅大樓
大同區,20.25,住,1080303,17,住家用,鋼筋混凝土造,179.97,3,2,2,有,無,32000000,200366,坡道平面,32.24,2400000,90,1,1,3,住宅大樓
大同區,20.25,住,1071223,17,住家用,鋼筋混凝土造,179.97,3,2,2,有,無,35660000,221079,坡道平面,32.24,3000000,90,1,1,17,住宅大樓
大同區,12.2,住,1080118,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,20770000,211230,坡道平面,32.24,2600000,90,1,1,11,住宅大樓
大同區,12.2,住,1080111,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,21200000,219716,坡道平面,32.24,2300000,90,1,1,13,住宅大樓
大同區,18.75,住,1080120,17,住家用,鋼筋混凝土造,164.8,3,1,2,有,無,29380000,203530,坡道平面,32.24,2400000,90,1,1,13,住宅大樓
大同區,8.44,住,1080120,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,15900000,221529,坡道平面,32.24,2400000,90,1,1,13,住宅大樓
大同區,8.0,住,1080122,17,住家用,鋼筋混凝土造,60.94,2,1,1,有,無,12650000,207581,0,0.0,0,90,1,0,5,住宅大樓
大同區,19.1,住,1080125,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,29660000,198935,坡道平面,32.24,2400000,90,1,1,3,住宅大樓
大同區,12.2,住,1080124,17,住家用,鋼筋混凝土造,118.26,2,2,1,有,無,22000000,225529,坡道平面,32.24,2600000,90,1,1,17,住宅大樓
大同區,19.1,住,1080128,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,30400000,201416,坡道平面,32.24,2800000,90,1,1,11,住宅大樓
大同區,25.95,住,1080202,18,住家用,鋼筋混凝土造,251.51,4,2,2,有,無,43060000,202427,坡道平面,64.48,5200000,90,1,2,6,住宅大樓
大同區,25.51,住,1080211,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,39260000,196011,坡道平面,32.24,2600000,90,1,1,3,住宅大樓
大同區,25.51,住,1080213,18,住家用,鋼筋混凝土造,219.27,4,2,2,有,無,39880000,200396,坡道平面,32.24,2400000,90,1,1,4,住宅大樓
大同區,21.35,住,1080215,18,住家用,鋼筋混凝土造,187.19,3,2,2,有,無,34600000,205227,坡道平面,32.24,2800000,90,1,1,9,住宅大樓
大同區,18.75,住,1080211,17,住家用,鋼筋混凝土造,164.8,3,1,2,有,無,29000000,200664,坡道平面,32.24,2400000,90,1,1,7,住宅大樓
大同區,21.8,住,1080212,18,住家用,鋼筋混凝土造,219.43,3,2,2,有,無,37280000,212197,坡道平面,64.48,4400000,90,1,2,15,住宅大樓
大同區,8.44,住,1080214,17,住家用,鋼筋混凝土造,93.18,2,1,1,有,無,16300000,224811,坡道平面,32.24,2600000,90,1,1,15,住宅大樓
大同區,19.1,住,1080216,17,住家用,鋼筋混凝土造,169.27,3,2,2,有,無,30750000,206889,坡道平面,32.24,2400000,90,1,1,14,住宅大樓
